pieutiwbyo	dziwbyo	dziwbyoNguaidziw	zyepheng	zyephengNguaidziw	diangkoXrynbu	ZNgShiwxryn	ZNgShiwxrynPotyo	qrimtyo	ngrietyo	thongqitmra
06E2B-siet4	渫		siet	siet4	月	屑			義略。また，｛泄｝。《文選》郭璞《江賦》：“磴之以瀿瀷，渫之以尾閭。”五臣注：“渫，息列〔反〕。”李善注引《莊子》：“海若曰：‘天下之水，莫大於海，萬川歸之而不盈，尾閭渫之而不虚。’”今本《莊子·秋水》作“泄”，音義：“泄，息列反，又與世反（jiêi）。”	U+6E2B
06E2D-xyui3	渭		xyûi	xyui3	物	未				U+6E2D
06E2F-krong2	港		króŋ	krong2	東	講				U+6E2F
06E2F-xung3	港		xûŋ	xung3	東				動詞｛港洞（–dûŋ）｝=｛鴻洞｝の詞音。《文選》馬融《長笛賦》：“庨窌巧老，港洞坑谷。”注：“港洞，相通也。……港，胡貢切。”	U+6E2F
06E3A-mieu2	渺		miéu	mieu2	宵	篠				U+6E3A
06E43-phrei3	湃		phrêi	phrei3	月	卦				U+6E43
06E44-mryi1	湄		mryi	mryi1		支				U+6E44
06E49-dem1	湉		dem	dem1	談					U+6E49
06E4E-mien2	湎		mién	mien2	元	銑				U+6E4E
06E56-xo1	湖		xo	xo1	魚	虞				U+6E56
06E58-siang1	湘		siaŋ	siang1	陽	陽				U+6E58
06E5E-dreng1	湞		dreŋ	dreng1	耕				trieŋと异義不明。《漢書·武帝紀·元鼎五年》：“樓船將軍楊僕出豫章，下湞水。”注引鄭氏：“湞，音檉（thrieŋ）。”又孟康：“湞，音貞（trieŋ）。”又蘇林：“湞，音‘摚柱’之摚（draŋ〜–）。”又：“蘇〔林〕音是也，音丈庚反（draŋ〜–）。”《地理志上·桂陽郡》“臨武”本注：“秦水東南至湞陽入匯，行七百里。”注：“湞，音丈庚反，又音貞。”《切韵》：“湞，水，出南海。”	U+6E5E
06E5E-trieng1	湞		trieŋ	trieng1	耕				dreŋと异義不明。《晋書·高陽元王〔司馬〕珪傳》：“歷河南令，進封湞陽子，拜給事黄門侍郎。”音義：“湞，應劭曰：‘湞水出南海龍川。’音貞，又丈耕反（dreŋ）。”《地理志下·廣州·始興郡》“湞陽”音義：“湞，音貞，又丈莖反（dreŋ）。”《名義》：“湞，徵京反。”《王二》陟盈反：“湞，水名。”《辭源》唯載此音。	U+6E5E
06E5F-xuang1	湟		xuaŋ	xuang1	陽					U+6E5F
06E67-jyong2	湧		jyóŋ	jyong2	東					U+6E67
06E6B-ceu2	湫		céu	ceu2	幽				ciéuの變種。除《切韵》系，注爲此音者唯見於專名。《左傳·昭公十三年》：“晋人以平子歸，子服湫從。”注：“湫，子服惠伯，從至晋。”音義：“湫，子小反（ciéu），徐音椒（cieu），又子鳥反（céu），案：子服湫又作‘子服椒’，止一人耳。”《襄公六年》：“王湫帥師及正輿子、棠人軍齊師，齊師大敗之。”注：“王湫，故齊人，成十八年奔萊。”音義：“湫，子小反，徐子鳥反。”《成公十八年》注：“湫，國佐黨。”音義上同。《史記·封禪書》：“湫淵，祠朝那。”集解引蘇林：“湫淵在安定朝那縣，方四十里，停不流，冬夏不增減，不生草木。〔湫〕音將蓼反。”索隱：“湫，音子小反（ciéu），又子由反（cyu），即龍之所處也。”正義引《括地志》云：“朝那湫祠在原州平高縣東南二十里。湫谷水源出寧州安定縣。”《漢書·郊祀志上》同文注引蘇林，又：“此水今在涇州界，清澈可愛，不容穢濁，或喧污，輒興雲雨。土俗亢旱，每於此求之，相傳云龍之所居也。而天下山川隈曲，亦往往有之。湫音子由反。”《切韵》：“湫，隘。”	U+6E6B
06E6B-chyu1	湫		chyu	chyu1	幽				見chyu音項。《廣韵》：“湫，水池名，北人呼。”	U+6E6B
06E6B-cieu2	湫		ciéu	cieu2	幽				céuの變種。《玉篇》：“湫，子小、且周、在酒三反（–、chyu、dzyú），《左氏傳〔·莊公十九年〕》：‘及湫有疾。’杜預曰：‘南郡鄀縣東南有湫城。’《説文》：‘湫水，在周地，安定朝那有湫灁。’《左氏傳〔·昭公三年〕》：‘湫隘囂塵。’杜預曰：‘湫，下也。’又〔《昭公元年》〕曰：‘勿使有所壅閉湫底。’杜預曰：‘湫，集也。底，滯也。血氣集滯而體羸也。’又〔《昭公十二年》〕曰：‘湫乎攸乎。’杜預曰：‘湫，愁隘也。’《禮記》：‘孔子湫然作色。’鄭玄曰：‘湫然，變動貌也。’《楚辭》：‘雲吸吸以湫戾。’王𨓜曰：‘湫戾，猶卷戾也。’《蒼頡篇》：‘沸聲也。’《廣雅》：‘湫，盡也。’”《莊公十九年》音義：“湫，子小反。”《昭公三年》音義：“湫，子小反，徐音秋（chyu），又在酒反。”《昭公元年》音義：“湫，子小反，集也，徐音秋，又在酒反，服云‘著也’。”《昭公十二年》音義：“湫，子小反，徐又在酒反，一音秋。”今本《禮·哀公問》作“愀”，音義：“愀，七小反（chiéu），舊慈糾反（dzíu），又在由反（dzyú），又音秋，又千了反（chéu）。”高麗本《玄應音義》卷第十《大莊嚴經論》第一卷“愀然”音義：“又作‘湫’，同，在酒反（《慧琳音義》作同，磧砂本作‘七小反’），《禮記》云：‘孔子愀然作色。’謂顔色變動之貌也。”《左傳·閔公元年》“齊仲孫湫”注：“湫，仲孫名。”音義：“湫，子小反。”《左傳·僖公二十二年》注“仲孫湫”音義：“湫，子小反。”《漢書·古今人表》“齊仲孫湫”注：“湫，音子小反。”《晋書·慕容德載記》：“存居湫隘，卒豈擇地而葬乎！”音義：“湫，子小反。”	U+6E6B
06E6B-cyu1	湫		cyu	cyu1	幽				よくわかんなかったのでとりあへずみつけた音注例をすべて本字條に載せた。《辭源》未收此音，《漢辭海》所載之義皆爲音chyu。《文選》張衡《西京賦》李善注：“《春秋繁露》曰：‘……秋之言猶湫也。湫者，憂悲之狀也。’……湫，子由切。”《漢書·地理志下·安定郡》“朝那”本注：“又有湫淵祠。”注：“湫，音子由反。”《王韵》：“湫，水〔名〕。”《辭源》爲水名音céu。《大詞典》“湫盡”詞條按引《廣雅·釋詁一》“湫，盡也”王念孫疏證：“湫，讀爲遒。《玉篇》、《廣韵》並云：‘遒，盡也。’”遒，音cyu。形容詞【すずしい】之例文，《大詞典》、《辭源》皆舉《文選》宋玉《高唐賦》：“湫兮如風，凄兮如雨。”注：“湫兮，涼貌。”無音注。	U+6E6B
06E6B-dzyu2	湫		dzyú	dzyu2	幽				不明。《切韵》：“湫，泄水瀆。”	U+6E6B
06E6F-jiang1	湯		jiaŋ	jiang1	陽	陽				U+6E6F
06E6F-shiang1	湯		shiaŋ	shiang1	陽	陽				U+6E6F
06E6F-thang1	湯		thaŋ	thang1	陽	陽				U+6E6F
06E6F-thang3	湯		thâŋ	thang3	陽					U+6E6F
06E86-zio2	溆		zió	zio2	魚	語				U+6E86
06E8F-dang1	溏		daŋ	dang1	陽					U+6E8F
06E90-ngyan1	源		ŋyan	ngyan1	元	元				U+6E90
06EA0-cha1	溠		cha	cha1	歌				cra、crâと异義不明。《廣韵》：“溠，水名，在義陽。”	U+6EA0
06EA0-cra1	溠		cra	cra1	歌				cha、crâと异義不明。《王二》麻韵（脱反語）：“溠，水名，在義陽。”	U+6EA0
06EA0-cra3	溠		crâ	cra3	歌				cra、chaと异義不明。《周禮·夏官·職方氏》：“河南曰豫州，……其浸波、溠。”注：“《春秋傳》曰：‘楚子除道梁溠，營軍臨隨。’則溠宜屬荆州，在此非也。”音義：“溠，音詐，《左傳》音同，李莊加反（cra），《字林》同，劉昨雖反（dzyi？），云：‘與音大不同，故今從高貴〔鄉〕公。’”《左傳·莊公四年》注：“溠水在義陽厥縣西，東南入鄖水。”音義：“溠，高貴鄉公音側嫁反，水名，《字林》壯加反（cra）。”《漢書·地理志上》：“河南曰豫州，其……浸曰波、溠。”注：“溠水在楚，亦不當爲豫州浸也。溠，音莊亞反。”《名義》：“溠，作賀反（câ，疑本作‘側架反’音crâ），浙也。 ”《宋本玉篇》：“溠，側架、千何二切（–、cha），水名，又溠浙也。”蔣本《唐韵》側駕反：“溠，《周禮・職方氏》云：‘河南曰豫州，其浸波、溠。’《春秋傳》云：‘楚子除道梁溠。’”	U+6EA0
06EA2-jit4	溢		jit	jit4		質				U+6EA2
06EA5-pak4	溥		pak	pak4	鐸				不明。《廣韵》：“溥，水名。”	U+6EA5
06EA5-phak4	溥		phak	phak4	魚					U+6EA5
06EA5-pho2	溥		phó	pho2	魚					U+6EA5
06EA5-phyo1	溥		phyo	phyo1	鐸				｛敷｝。《荀子·成相》：“禹溥土，平天下，躬親爲民行勞苦。”注：“溥，讀爲‘敷’。”《禮·祭義》：“夫孝，置之而塞乎天地，溥之而横乎四海。”音義：“溥，本亦作‘敷’，同，芳于反。”	U+6EA5
06EA7-lit4	溧		lit	lit4	質					U+6EA7
06EB3-xryn2	溳		xrýn	xryn2	文				形容詞｛濜溳（dzrín–）｝の詞音。《文選》郭璞《江賦》：“溭淢濜溳，龍鱗結絡。”五臣注：“濜，助謹〔反〕（dzrín）；涓，于窘〔反〕。”李善注：“溭淢濜溳，參差相次也。”《廣韵》：“溳，濜溳，波相次也。”	U+6EB3
06EB3-xyun1	溳		xyun	xyun1	文				｛鄖｝。《左傳·桓公十一年》“鄖人軍於蒲騷”注：“鄖國，在江夏，雲杜縣東南有鄖城。”音義：“鄖人，〔上〕音云，國名。……溳城，〔上〕音云，本亦作‘鄖’。”《晋書·庾翼傳》：“然東西形援未必齊舉，且欲北進，移鎮安陸，入沔五百，溳水通流。”音義：“溳，音云。”《名義》：“溳，有墳反。”《切韵》：“溳，水名，在美陽。”	U+6EB3
06EC1-drio1	滁		drio	drio1	魚					U+6EC1
06EC2-bang1	滂		baŋ	bang1	陽	陽			《辭源》第二音“《集韵》蒲光切”項：“見‘滂濞’。”按：正音phaŋ。《集韵》：“滂，水流聲，《漢書》‘滂濞沆溉’郭璞讀。”《漢書·司馬相如傳上·上林賦》：“横流逆折，轉騰潎洌，滂濞沆溉。”注引郭璞：“滂，音旁；濞，音匹秘反（phrŷi）。……皆水流聲貌。”蓋郭璞注本爲音phaŋ（如“音雱”）或phraŋ（如“音亨”）。《文選》李善注引《上林賦》司馬彪注：“滂濞，水聲也。”又引郭璞注：“滂，音匹亨切（phraŋ）。濞，匹秘切。”《史記》作“澎濞”，但索隱作“滂濞”引司馬彪：“滂濞，水流聲也。”正義：“澎，普彭反（phraŋ）；濞，普秘反（phrŷi）。”《漢書·司馬相如傳下·大人賦》：“貫列缺之倒景兮，涉豐隆之滂濞。”注：“滂濞，雨水多也。滂，音普郎反（phaŋ）；濞，音匹備反（phrŷi）。”《大人賦》又：“騷擾衝蓯其相紛拿兮，滂濞泱軋麗以林離。”注引張揖：“滂濞，衆盛貌。”又：“滂，音普郎反；濞，音普備反（phrŷi）。”	U+6EC2
06EC2-phang1	滂		phaŋ	phang1	陽	陽				U+6EC2
06EC5-miet4	滅		miet	miet4	月	屑				U+6EC5
06EC6-xrek4	滆		xrek	xrek4						U+6EC6
06EC9-xuang2	滉		xuáŋ	xuang2	陽					U+6EC9
06ECB-ciw1	滋		ciə	ciw1	之	支				U+6ECB
06ECD-dri2	滍		drí	dri2	之					U+6ECD
06ED0-griet4	滐		griet	griet4						U+6ED0
06ED5-dwng1	滕		dəŋ	dwng1	蒸	蒸				U+6ED5
06EEC-xo2	滬		xó	xo2	魚					U+6EEC
06EF7-dek4	滷		dek	dek4	鐸				按：siek、thiekと异義不明。訓讀。《王韵》：“滷，鹹。”《集韵》亭歷切：“潟，鹹地，或作‘滷’。……䴞，鹹也。”	U+6EF7
06EF7-lo2	滷		ló	lo2	魚				按：本讀音。《爾雅·釋言》：“滷、矜（鹶）、鹹，苦也。”注：“滷，苦地也。”音義：“滷，音魯。”《玄應音義》卷第二十二《瑜伽師地論》第八十四卷“舄鹵”音義：“又作‘潟滷’二形，同，〔上〕齒亦、私亦二反（thiek、siek），下力古反，《説文》：‘潟（本作‘鹵’？），西方鹹地也。’”《切韵》：“滷，鹹滷。”	U+6EF7
06EF7-siek4	滷		siek	siek4	鐸				dek、thiekと异義不明。《名義》：“滷，思席反，苦也。”按：訓讀｛潟｝=｛舄｝。	U+6EF7
06EF7-thiek4	滷		thiek	thiek4	鐸				按：dek、siekと异義不明。訓讀｛斥｝。《宋本玉篇》：“滷，昌石切，苦地也，《書》曰：‘海賓廣滷。’本亦作‘斥’，又音虜。”今本《書·禹貢》作“斥”，音義：“斥，徐音尺，《説文》云：‘東方謂之“斥”，西方謂之“鹵”。’鄭云：‘斥，謂地鹹鹵。’”《王韵》：“滷，鹵。”	U+6EF7
06EF8-qhio2	滸		qhió	qhio2	魚					U+6EF8
06EF8-qho2	滸		qhó	qho2	魚					U+6EF8
06EF9-qho1	滹		qho	qho1	魚	虞				U+6EF9
06EFB-sren2	滻		srén	sren2	元					U+6EFB
06F01-ngio1	漁		ŋio	ngio1	魚	魚				U+6F01
06F09-luk4	漉		luk	luk4	屋	屋				U+6F09
06F0F-lu1	漏		lu	lu1	侯			見音義欄。	｛螻｝。《禮·内則》：“馬黑脊而般臂，漏。”注：“漏，當爲‘螻’，如螻蛄臭也。”音義：“漏，依注音螻，力侯反。”《周禮·天官·内饔》作“螻”，注引鄭司農：“螻，螻蛄臭也。”音義：“螻，音樓，如螻蛄蟲臭也，干音漏（lû），内病也，此依《禮記》文。”	U+6F0F
06F0F-lu3	漏		lû	lu3	侯	宥				U+6F0F
06F19-duan1	漙		duan	duan1						U+6F19
06F22-qhan3	漢		qhân	qhan3	元	翰				U+6F22
06F23-lan1	漣		lan	lan1	元				｛瀾｝。《集韵》：“瀾，《説文》：‘大波爲“瀾”，或从“連”。’”	U+6F23
06F23-lien1	漣		lien	lien1	元	先				U+6F23
06F26-zriw1	漦		zriə	zriw1	之					U+6F26
06F2A-qrie1	漪		qrie	qrie1	歌					U+6F2A
06F32-triang1	漲		triaŋ	triang1	陽				①海名。今稱“南中國海”。《爾雅·釋魚》注：“螺大者如斗，出日南漲海中。”音義：“漲，音張，又音帳（triâŋ）。”《文選》鮑照《蕪城賦》：“濔迤平原，南馳蒼梧漲海，北走紫塞雁門。”五臣注：“漲，〔音〕張。”②triáŋ、triâŋと异義不明。《文選》郭璞《江賦》：“鼓帆迅越，䞟漲截泂。”五臣注：“漲，〔音〕張。”李善注：“漲……皆深廣之貌。”《新撰字鏡》：“漲，陟良反，汎溢也，水盛流水貌，張也。”《廣韵》：“漲，水大貌。”	U+6F32
06F32-triang2	漲		triáŋ	triang2	陽				triaŋ第二義項、triâŋと异義不明。《宋本玉篇》：“涱，陟兩切，大水也。”《集韵》：“涱，大水也，或从‘張’。”	U+6F32
06F32-triang3	漲		triâŋ	triang3	陽	漾			triaŋ第二義項、triáŋと异義不明。《晋書·郭璞傳》：“其後沙漲，去墓數十里皆爲桑田。”音義：“漲，陟亮反。”《王韵》：“漲，大水（原作‘水大’）。”	U+6F32
06F36-xuan3	漶		xuân	xuan3	元					U+6F36
06F3F-ciang1	漿		ciaŋ	ciang1	陽	陽				U+6F3F
06F41-jyeng2	潁		jyéŋ	jyeng2	耕	梗				U+6F41
06F54-ket4	潔		ket	ket4	月	屑				U+6F54
06F59-krye1	潙		krye	krye1	歌				水名。｛嬀｝。在山西永濟市流入黄河。《書·堯典》：“釐降二女于嬀、汭，嬪于虞。”音義：“嬀，居危反。”《廣韵》：“潙，水名。”	U+6F59
06F59-xrye1	潙		xrye	xrye1	歌				水名。在長沙市望城區流入湘江。《切韵》：“潙，水名，出新陽。”	U+6F59
06F5D-qhrip4	潝		qhrip	qhrip4	緝					U+6F5D
06F5E-lo3	潞		lô	lo3	鐸					U+6F5E
06F5F-siek4	潟		siek	siek4						U+6F5F
06F62-kuang1	潢		kuaŋ	kuang1	陽				｛洸｝。《辭源》“潢潢”詞條引漢·桓寬《鹽鐵論·繇役》引《詩》：“武夫潢潢，經營四方。”今本《詩·大雅·江漢》作“洸洸”，傳：“洸洸，武貌。”音義：“洸洸，音光，武貌，又音汪（quaŋ）。”	U+6F62
06F62-xuang1	潢		xuaŋ	xuang1	陽					U+6F62
06F62-xuang2	潢		xuáŋ	xuang2	陽					U+6F62
06F62-xuang3	潢		xuâŋ	xuang3	陽					U+6F62
06F64-nyn3	潤		nŷn	nyn3	真	震				U+6F64
06F68-dzong1	潨		dzoŋ	dzong1	冬				tyuŋと异義不明，dzuŋの變種。《切韵》：“潨，小水入大水。”《辭源》唯載此音。	U+6F68
06F68-dzung1	潨		dzuŋ	dzung1	東				tyuŋと异義不明，dzuŋの變種。《詩·大雅·鳬鷖》：“鳬鷖在潨，公尸來燕來宗。”毛亨傳：“潨，水會也。”鄭玄箋：“潨，水外之高者也。”音義：“潨，在公反，毛〔亨〕：水會也，《説文》云：‘小水入大水也。’徐云：‘鄭〔玄〕音在容反（dzyoŋ），水外之高者也。’”疏：“〔傳〕潨，音如叢，則叢是聚義，且字從‘水’、‘衆’，知是水之會聚之處。……〔箋〕潨者，地高之貌。水外之地潨然而高，蓋涯涘之中，復有偏高之處。”《文選》郭璞《江賦》：“栫澱爲涔，夾潨羅筌。”五臣注：“潨，在公〔反〕。”李善注引《説文》：“潨，小水入大水也。”《玄應音義》卷第七《正法華經》第六卷音義：“潨流，〔上〕在公反，《詩》云：‘鳬鷖在潨。’傳曰：‘水會處也。’《説文》：‘……’”《名義》：“潨，在公反，小水入大水。”《王二》徂紅反：“潨，水會。”《廣雅·釋丘》：“……潨……厓也。”音：“潨，〔音〕叢。”按：《鳬鷖》音義引徐“鄭音在容反”，《釋文彙校》：“古寫本作‘鄭殊容反（dyoŋ）。’”音不明。此義與《廣雅》云者同。諸切韵系韻書、《集韵》皆不收於dzyoŋ、dyoŋ小韵，唯《集韵》將容切（cyoŋ）：“潨，水外之高者。”殊容反，疑本作“姊容反（cyoŋ）”，或與tyuŋ有關乎？	U+6F68
