pieutiwbyo	dziwbyo	dziwbyoNguaidziw	zyepheng	zyephengNguaidziw	ChXZiosryoSishieng	ChXZiosryoXrynmyuk	ChXZiosryoSieuxryn	ChXDzankryenlyi	ChXDzankryen	ChXPyanchet	ChXPyanchetPotyo	XXPyanchet	XXPyanchetPotyo	KXPyanchet	KXPyanchetPotyo	DzXPyanchet	DzXPyanchetPotyo	QhZQhShienglyi	QhZQhXrynlyi	QhZQhDeuyi	thongqitmra
06E6F-thang3	湯		thâŋ	thang3	3	41	12	0	"[""藤田2018""]"	null		null		他浪切				透	宕	去	U+6E6F
06E86-zio2	溆		zió	zio2	2	8	22	2	"[""切三""]"	徐吕反		徐吕反		徐吕切				邪	語	上	U+6E86
06E8F-dang1	溏		daŋ	dang1	1	38	1	2	"[""切三""]"	null		null		徒郎切				定	唐	平	U+6E8F
06E90-ngyan1	源		ŋyan	ngyan1	1	21	1	2	"[""切三""]"	愚袁反		愚袁反		愚袁切				疑	元	平	U+6E90
06EA0-cha1	溠		cha	cha1	1	33	10	2	"[""切三""]"	null		null		七何切				null	null	null	U+6EA0
06EA0-cra1	溠		cra	cra1	1	34	21	2	"[""切三""]"	null		null		側加切				null	null	null	U+6EA0
06EA0-cra3	溠		crâ	cra3	3	37	8	0	"[""藤田2018""]"	null		null		側駕切				null	null	null	U+6EA0
06EA2-jit4	溢		jit	jit4	4	5	11	2	"[""切三""]"	夷質反		夷質反		夷質切				以	質	入	U+6EA2
06EA5-pak4	溥		pak	pak4	4	28	18	0	"[""藤田2018""]"	null		null		補各切				null	null	null	U+6EA5
06EA5-phak4	溥		phak	phak4	4	28	12	3	"[""Дх1372+3703""]"	null		null		null		匹各切		滂	鐸	入	U+6EA5
06EA5-pho2	溥		phó	pho2	2	10	17	2	"[""切三""]"	滂古反		滂古反		滂古切				滂	姥	上	U+6EA5
06EA5-phyo1	溥		phyo	phyo1	1	10	19	2	"[""切三""]"	null		null		null		芳無切		null	null	null	U+6EA5
06EA7-lit4	溧		lit	lit4	4	5	15	2	"[""切三""]"	力質反		力質反		力質切				來	質	入	U+6EA7
06EB3-xryn2	溳		xrýn	xryn2	2	16	8	1	"[""切一""]"	null		null		于敏切				null	null	null	U+6EB3
06EB3-xyun1	溳		xyun	xyun1	1	19	2	2	"[""切三""]"	户分反		王分反		王分切				null	null	null	U+6EB3
06EC1-drio1	滁		drio	drio1	1	9	18	2	"[""切三""]"	null		null		直魚切				澄	魚	平	U+6EC1
06EC2-bang1	滂		baŋ	bang1	1	38	20	2	"[""切三""]"	null		null		null		蒲光切		null	null	null	U+6EC2
06EC2-phang1	滂		phaŋ	phang1	1	38	12	2	"[""切三""]"	■郎反	《藤田2018》普郎反。	普郎反		普郎切				滂	唐	平	U+6EC2
06EC5-miet4	滅		miet	miet4	4	15	10	2	"[""切三""]"	亡别反	《藤田2018》亡列反。	亡列反		亡列切				明	薛	入	U+6EC5
06EC6-xrek4	滆		xrek	xrek4	4	18	11	2	"[""切三""]"	null		null		下革切				null	null	null	U+6EC6
06EC9-xuang2	滉		xuáŋ	xuang2	2	36	15	2	"[""切三""]"	胡廣反		胡廣反		胡廣切				匣	蕩	上	U+6EC9
06ECB-ciw1	滋		ciə	ciw1	1	7	21	2	"[""切三""]"	子之反		子慈反		子之切				精	之	平	U+6ECB
06ECD-dri2	滍		drí	dri2	2	5	13	2	"[""切三""]"	直几反		直几反		直几切				null	null	null	U+6ECD
06ED5-dwng1	滕		dəŋ	dwng1	1	50	13	2	"[""切三""]"	徒登反		徒登反		徒登切				定	登	平	U+6ED5
06EEC-xo2	滬		xó	xo2	2	10	16	2	"[""切三""]"	null		胡古反		侯古切				匣	姥	上	U+6EEC
06EF7-dek4	滷		dek	dek4	4	16	8	2	"[""切三""]"	null		徒歷反		徒歷切				null	null	null	U+6EF7
06EF7-lo2	滷		ló	lo2	2	10	4	2	"[""切三""]"	郎古反		郎古反		郎古切				來	姥	上	U+6EF7
06EF7-siek4	滷		siek	siek4	4	17	1	2	"[""切三""]"	null		null	昌石反：“又思席反。”	null				null	null	null	U+6EF7
06EF7-thiek4	滷		thiek	thiek4	4	17	6	2	"[""切三""]"	null		昌石反		昌石切				null	null	null	U+6EF7
06EF8-qhio2	滸		qhió	qhio2	2	8	13	2	"[""切三""]"	null		null		null		喜語切		嘵	語	上	U+6EF8
06EF8-qho2	滸		qhó	qho2	2	10	12	2	"[""切三""]"	呼古反		呼古反		呼古切				嘵	姥	上	U+6EF8
06EF9-qho1	滹		qho	qho1	1	11	7	1	"[""P3695""]"	null		null		荒烏切				曉	模	平	U+6EF9
06EFB-sren2	滻		srén	sren2	2	24	1	1	"[""切一""]"	所簡反		所簡反		所簡切				生	産	上	U+6EFB
06F01-ngio1	漁		ŋio	ngio1	1	9	1	2	"[""切三""]"	語居反		語居反		語居切				疑	魚	平	U+6F01
06F09-luk4	漉		luk	luk4	4	1	9	0	"[""藤田2018""]"	盧谷反		盧谷反		盧谷切				來	屋	入	U+6F09
06F0F-lu1	漏		lu	lu1	1	44	4	2	"[""切三""]"	null		null		null		null		null	null	null	U+6F0F
06F0F-lu3	漏		lû	lu3	3	47	14	2	"[""P3694r""]"	盧候反		盧候反		盧候切				來	候	去	U+6F0F
06F19-duan1	漙		duan	duan1	1	24	14	2	"[""切三""]"	度官反		度官反		度官切				定	桓	平	U+6F19
06F22-qhan3	漢		qhân	qhan3	3	27	25	3	"[""S6176r""]"	呼半反		呼半反		呼旰切				曉	翰	去	U+6F22
06F23-lan1	漣		lan	lan1	1	24	23	2	"[""切三""]"	null		null		null		郎干切		null	null	null	U+6F23
06F23-lien1	漣		lien	lien1	1	28	16	2	"[""切三""]"	力延反		力延反		力延切				來	仙	平	U+6F23
06F26-zriw1	漦		zriə	zriw1	1	7	23	2	"[""切三""]"	俟淄反		俟淄反		俟甾切				null	null	null	U+6F26
06F2A-qrie1	漪		qrie	qrie1	1	5	39	2	"[""切三""]"	於離反		於離反		於離切				影	支	平	U+6F2A
06F32-triang1	漲		triaŋ	triang1	1	37	12	2	"[""切三""]"	null		null		陟良切				null	null	null	U+6F32
06F32-triang2	漲		triáŋ	triang2	2	35	null	2	"[""切三""]"	null		null		null		展兩切		知	養	上	U+6F32
06F32-triang3	漲		triâŋ	triang3	3	40	6	0	"[""藤田2018""]"	陟亮反		陟亮反		知亮切				知	漾	去	U+6F32
06F36-xuan3	漶		xuân	xuan3	3	27	14	0	"[""藤田2018""]"	null		胡段反		胡玩切				匣	换	去	U+6F36
06F3F-ciang1	漿		ciaŋ	ciang1	1	37	16	2	"[""切三""]"	即良反		即良反		即良切				精	陽	平	U+6F3F
06F41-jyeng2	潁		jyéŋ	jyeng2	2	39	6	2	"[""切三""]"	餘頃反		餘頃反		餘頃切				以	静	上	U+6F41
06F54-ket4	潔		ket	ket4	4	14	3	2	"[""切三""]"	古屑反		古屑反		古屑切				見	屑	入	U+6F54
06F59-krye1	潙		krye	krye1	1	5	4	2	"[""切三"", ""P3696(2)""]"	null		居爲反		居爲切				見	支	平	U+6F59
06F59-xrye1	潙		xrye	xrye1	1	5	3	2	"[""切三"", ""P3696(2)""]"	薳支反		薳支反		薳支切				云	支	平	U+6F59
06F5D-qhrip4	潝		qhrip	qhrip4	4	26	19	2	"[""切三"", ""P3799""]"	許及反		許及反		許及切				null	null	null	U+6F5D
06F5E-lo3	潞		lô	lo3	3	11	3	0	"[""藤田2018""]"	洛故反		洛故反		洛故切				來	暮	去	U+6F5E
06F5F-siek4	潟		siek	siek4	4	17	1	2	"[""切三""]"	私積反		私積反		思積切				心	昔	入	U+6F5F
06F62-kuang1	潢		kuaŋ	kuang1	1	38	10	2	"[""切三""]"	null		null		null		姑黄切		null	null	null	U+6F62
06F62-xuang1	潢		xuaŋ	xuang1	1	38	9	2	"[""切三""]"	胡光反		胡光反		胡光切				匣	唐	平	U+6F62
06F62-xuang2	潢		xuáŋ	xuang2	2	36	15	2	"[""切三""]"	null		null		null		户廣切		匣	蕩	上	U+6F62
06F62-xuang3	潢		xuâŋ	xuang3	3	41	null	0	"[""藤田2018""]"	null		胡浪反		乎曠切				匣	宕	去	U+6F62
06F64-nyn3	潤		nŷn	nyn3	3	21	26	0	"[""藤田2018""]"	如舜反		如舜反		如順切				日	稕	去	U+6F64
06F68-dzong1	潨		dzoŋ	dzong1	1	2	3	2	"[""P3798""]"	□□□	《切二》在宗反（原作“在宗五反”）。	在宗反		藏宗切				null	null	null	U+6F68
06F68-dzung1	潨		dzuŋ	dzung1	1	1	26	3	"[""切二""]"	null		null		徂紅切				從	東	平	U+6F68
06F68-tyung1	潨		tyuŋ	tyung1	1	1	5	3	"[""切二""]"	職隆反		職隆反		職戎切				null	null	null	U+6F68
06F70-xui3	潰		xûi	xui3	3	18	12	0	"[""藤田2018""]"	胡對反		胡對反		胡對切				匣	隊	去	U+6F70
06F74-trio1	潴		trio	trio1	1	9	15	2	"[""切三""]"	陟魚反		陟魚反		陟魚切				知	魚	平	U+6F74
06F78-sran1	潸		sran	sran1	1	25	1	2	"[""切三""]"	null		所姦反		所姦切				生	删	平	U+6F78
06F78-sran2	潸		srán	sran2	2	23	1	1	"[""切一""]"	數板反		數板反		數板切				null	null	null	U+6F78
06F87-lau1	澇		lau	lau1	1	32	3	2	"[""切三""]"	盧刀反		盧刀反		魯刀切				null	null	null	U+6F87
06F87-lau2	澇		láu	lau2	2	30	3	2	"[""切三""]"	null		null		盧皓切				null	null	null	U+6F87
06F87-lau3	澇		lâu	lau3	3	35	7	2	"[""S6176v""]"	null		盧到反		郎到切				null	null	null	U+6F87
06F90-xyun1	澐		xyun	xyun1	1	19	2	2	"[""切三""]"	户分反		王分反		王分切				云	文	平	U+6F90
06F92-xung2	澒		xúŋ	xung2	2	1	7	2	"[""切三""]"	胡孔反		胡孔反		胡孔切				匣	董	上	U+6F92
06F97-kran3	澗		krân	kran3	3	28	1	0	"[""藤田2018""]"	古晏反		古晏反		古晏切				見	諫	去	U+6F97
06FA3-xuan2	澣		xuán	xuan2	2	22	2	2	"[""切三""]"	胡管反		胡管反		胡管切				匣	緩	上	U+6FA3
06FA6-jio3	澦		jiô	jio3	3	9	19	0	"[""藤田2018""]"	null		null		羊洳切				null	null	null	U+6FA6
06FA7-lei2	澧		léi	lei2	2	11	2	2	"[""切三""]"	盧啓反		盧啓反		盧啓切				來	薺	上	U+6FA7
06FA8-diei3	澨		diêi	diei3	3	14	20	3	"[""P3696(1)v""]"	時制反		時制反		時制切				禪	祭	去	U+6FA8
06FAD-qyong1	澭		qyoŋ	qyong1	1	3	10	2	"[""P3696(2)""]"	於容反		於容反		於容切				null	null	null	U+6FAD
06FAD-qyong3	澭		qyôŋ	qyong3	3	3	7	3	"[""P3696(1)r""]"	null		null		於用切				null	null	null	U+6FAD
06FAE-kuai3	澮		kuâi	kuai3	3	12	13	0	"[""藤田2018""]"	古兑反		古兑反		古外切				見	泰	去	U+6FAE
06FAE-quai3	澮		quâi	quai3	3	12	null	0	"[""藤田2018""]"	null		null		null		烏外切		影	泰	去	U+6FAE
06FB4-xruan1	澴		xruan	xruan1	1	25	4	2	"[""切三""]"	null		null		户關切				null	null	null	U+6FB4
06FB6-dan3	澶		dân	dan3	3	27	21	0	"[""藤田2018""]"	null		null		徒案切				定	翰	去	U+6FB6
06FB6-dien1	澶		dien	dien1	1	28	13	2	"[""切三""]"	null		null		市連切				禪	仙	平	U+6FB6
06FC7-srip4	濇		srip	srip4	4	26	20	2	"[""切三"", ""P3799""]"	null		null		色立切				生	緝	入	U+6FC7
06FC7-sriwk4	濇		sriək	sriwk4	4	29	17	0	"[""藤田2018""]"	null		所力反		所力切				生	職	入	U+6FC7
06FCA-qhuai3	濊		qhuâi	qhuai3	3	12	15	0	"[""藤田2018""]"	null		null		呼會切				曉	泰	去	U+6FCA
06FCA-qhuat4	濊		qhuat	qhuat4	4	11	9	2	"[""切三"", ""P3694v""]"	呼括反		呼括反		呼括切				曉	末	入	U+6FCA
06FCA-quai3	濊		quâi	quai3	3	12	null	0	"[""藤田2018""]"	null		烏鱠反		烏外切				影	泰	去	U+6FCA
06FCA-qyai3	濊		qyâi	qyai3	3	20	3	0	"[""藤田2018""]"	於肺反		於肺反		於廢切				null	null	null	U+6FCA
06FDE-phei3	濞		phêi	phei3	3	13	18	3	"[""P3696(1)v""]"	匹詣反		匹詣反	《王一》匹詣反，《王三》匹計反	匹詣切				滂	霽	去	U+6FDE
06FDE-phryi3	濞		phrŷi	phryi3	3	6	10	0	"[""藤田2018""]"	匹備反		匹備反		匹備切				滂	至	去	U+6FDE
06FE0-xau1	濠		xau	xau1	1	32	1	2	"[""切三""]"	胡刀反		胡刀反		胡刀切				匣	豪	平	U+6FE0
06FE4-dau1	濤		dau	dau1	1	32	11	2	"[""切三""]"	徒刀反		徒刀反	《王一》徒刀反，《王三》徒刀反脱字。	徒刀切				定	豪	平	U+6FE4
06FE4-dryu1	濤		dryu	dryu1	1	43	27	0	"[""藤田2018""]"	null		null		null		陳留切		澄	尤	平	U+6FE4
06FEB-lam1	濫		lam	lam1	1	36	5	2	"[""切三""]"	null		null		null		盧甘切		null	null	null	U+6FEB
06FEB-lam2	濫		lám	lam2	2	34	2	1	"[""P4917""]"	null		null		null		魯敢切		null	null	null	U+6FEB
06FEB-lam3	濫		lâm	lam3	3	39	2	2	"[""S6176v""]"	盧瞰反		盧瞰反		盧瞰切				來	闞	去	U+6FEB
06FEB-xam3	濫		xâm	xam3	3	39	6	2	"[""S6176v""]"	null		null		null		胡暫切		匣	闞	去	U+6FEB
06FEB-xram2	濫		xrám	xram2	2	50	1	2	"[""切三""]"	null		null		胡黤切				匣	檻	上	U+6FEB
06FEF-drau3	濯		drâu	drau3	3	34	11	0	"[""藤田2018""]"	null		null		直教切				null	null	null	U+6FEF
06FEF-drok4	濯		drok	drok4	4	4	12	2	"[""切三""]"	直角反		直角反		直角切				澄	覺	入	U+6FEF
06FEF-dzrok4	濯		dzrok	dzrok4	4	4	3	2	"[""切三""]"	null		null		null		仕角切		澄	覺	入	U+6FEF
06FF0-jyi1	濰		jyi	jyi1	1	6	23	2	"[""切三"", ""P3696(2)""]"	以隹反		以隹反		以追切				以	脂	平	U+6FF0
07006-du3	瀆		dû	du3	3	47	5	2	"[""P3694r""]"	null		null		null		大透切		定	候	去	U+7006
07006-duk4	瀆		duk	duk4	4	1	2	2	"[""切三""]"	徒谷反		徒谷反		徒谷切				定	屋	入	U+7006
07007-quang2	瀇		quáŋ	quang2	2	36	14	2	"[""切三""]"	null		null		烏晃切				影	蕩	上	U+7007
07007-xuang2	瀇		xuáŋ	xuang2	2	36	15	2	"[""切三""]"	null		null		null		户廣切		匣	蕩	上	U+7007
0700B-thim2	瀋		thím	thim2	2	44	13	3	"[""P3693v""]"	尺甚反		尺甚反		昌枕切				昌	寢	上	U+700B
0700D-drien1	瀍		drien	drien1	1	28	14	2	"[""切三""]"	直連反		直連反		直連切				null	null	null	U+700D
07018-lo1	瀘		lo	lo1	1	11	10	1	"[""P3695""]"	null		null		落胡切				來	模	平	U+7018
0701B-jieng1	瀛		jieŋ	jieng1	1	41	4	2	"[""切三""]"	以成反		以成反		以成切				以	清	平	U+701B
0701D-lek4	瀝		lek	lek4	4	16	4	2	"[""切三""]"	閭激反		〼〼〼	兩本《王韵》閭激反脱字。	郎擊切				來	錫	入	U+701D
0701E-dzieng3	瀞		dziêŋ	dzieng3	3	44	13	0	"[""藤田2018""]"	null		null		疾政切				從	勁	去	U+701E
07028-lai3	瀨		lâi	lai3	3	12	26	0	"[""藤田2018""]"	落蓋反		落蓋反		落蓋切				來	泰	去	U+7028
07032-liem2	瀲		liém	liem2	2	45	2	3	"[""P3693v""]"	null		null		良冉切				來	琰	上	U+7032
07032-liem3	瀲		liêm	liem3	3	50	10	2	"[""P3694r""]"	力驗反		力驗反		力驗切				null	null	null	U+7032
07032-lwm2	瀲		lə́m	lwm2	2	33	13	1	"[""P4917""]"	null		null		null		盧感切		null	null	null	U+7032
07039-jiak4	瀹		jiak	jiak4	4	27	1	2	"[""P3799""]"	以灼反		以灼反		以灼切				以	藥	入	U+7039
07058-nan3	灘		nân	nan3	3	27	27	0	"[""藤田2018""]"	奴旦反		奴旦反		奴案切				泥	翰	去	U+7058
07058-qhan2	灘		qhán	qhan2	2	22	23	2	"[""切三""]"	null		null		呼旱切				null	null	null	U+7058
07058-qhan3	灘		qhân	qhan3	3	27	25	3	"[""S6176r""]"	null		呼半反		呼旰切				null	null	null	U+7058
07058-than1	灘		than	than1	1	24	25	2	"[""切三""]"	他單反		他單反		他干切				透	寒	平	U+7058
0706B-qhua2	火		qhuá	qhua2	2	31	2	2	"[""切三""]"	呼果反		呼果反		呼果切				曉	果	上	U+706B
0706F-teng1	灯		teŋ	teng1	1	42	5	2	"[""切三""]"	null		null		null		當經切		端	青	平	U+706F
07070-qhui1	灰		qhui	qhui1	1	15	1	2	"[""切三""]"	呼恢反		呼恢反		呼恢切				曉	灰	平	U+7070
07078-kyu2	灸		kyú	kyu2	2	41	7	2	"[""切三""]"	□□□	《P3693v》舉有反。	舉有反		舉有切				見	有	上	U+7078
07078-kyu3	灸		kyû	kyu3	3	46	2	2	"[""P3694r""]"	久祐反	《P3694r》宥韵原作“久右反”。	久祐反		居祐切				null	null	null	U+7078
0707C-tiak4	灼		tiak	tiak4	4	27	4	2	"[""P3799""]"	之藥反	《P3799》、《藤田2018》之藥反，《切三》之爍反。	之藥反		之若切				章	藥	入	U+707C
0707D-cwi1	災		cəi	cwi1	1	16	8	1	"[""P3695""]"	null	《切三》祖才反，《P3695》祖才反作“灾”。	祖才反		祖才切				精	咍	平	U+707D
0707E-cwi1	灾		cəi	cwi1	1	16	8	1	"[""P3695""]"	祖才反	《P3695》祖才反，《切三》祖才反作“災”。	祖才反		祖才切				精	咍	平	U+707E
07092-chrau2	炒		chráu	chrau2	2	29	11	2	"[""切三""]"	null		楚巧反		初爪切				初	巧	上	U+7092
0709F-tat4	炟		tat	tat4	4	11	19	2	"[""切三"", ""P3694v""]"	當割反		當割反		當割切				端	曷	入	U+709F
070AB-xuen3	炫		xuên	xuen3	3	30	4	0	"[""藤田2018""]"	黄練反		黄練反		黄練切				匣	霰	去	U+70AB
070AC-gio2	炬		gió	gio2	2	8	14	2	"[""切三""]"	其吕反		其吕反		其吕切				群	語	上	U+70AC
070AE-brau1	炮		brau	brau1	1	31	15	2	"[""切三""]"	薄交反		薄交反		薄交切				並	肴	平	U+70AE
070AE-phrau3	炮		phrâu	phrau3	3	34	8	2	"[""S6176v""]"	匹皃反		匹皃反		匹皃切				滂	效	去	U+70AE
070B0-brau1	炰		brau	brau1	1	31	15	2	"[""切三""]"	null		null		薄交切				並	肴	平	U+70B0
070C8-liet4	烈		liet	liet4	4	15	2	2	"[""切三""]"	吕薛反		吕結反		良薛切				來	薛	入	U+70C8
070CB-qhrau1	烋		qhrau	qhrau1	1	31	7	2	"[""切三""]"	null		null		null	香幽切：“又火交切。”			曉	肴	平	U+70CB
070CB-qhriu1	烋		qhriu	qhriu1	1	45	11	2	"[""切三""]"	許彪反		許彪反		香幽切				曉	幽	平	U+70CB
070D4-dung1	烔		duŋ	dung1	1	1	2	3	"[""切二""]"	徒紅反		徒紅反		徒紅切				定	東	平	U+70D4
070D5-qhryet4	烕		qhryet	qhryet4	4	15	32	2	"[""切三""]"	許劣反		許劣反		許劣切				null	null	null	U+70D5
070D6-cwi1	烖		cəi	cwi1	1	16	8	1	"[""P3695""]"	null		祖才反		祖才切				精	咍	平	U+70D6
070D8-qhung1	烘		qhuŋ	qhung1	1	1	32	2	"[""P3798""]"	呼同反		呼同反		呼東切				null	null	null	U+70D8
070D8-qhung3	烘		qhûŋ	qhung3	3	1	null	3	"[""P3696(1)r""]"	null		null		呼貢切				null	null	null	U+70D8
070D8-xung1	烘		xuŋ	xung1	1	1	25	3	"[""切二""]"	null		null		户公切				null	null	null	U+70D8
070D8-xung3	烘		xûŋ	xung3	3	1	21	3	"[""P3696(1)r""]"	null		null		胡貢切				null	null	null	U+70D8
070D9-lak4	烙		lak	lak4	4	28	3	3	"[""Дх1372+3703""]"	盧各反		盧各反		盧各切				來	鐸	入	U+70D9
070F9-phrang1	烹		phraŋ	phrang1	1	39	14	2	"[""切三""]"	null		null		撫庚切				滂	庚	平	U+70F9
0710A-qhan2	焊		qhán	qhan2	2	22	23	2	"[""切三""]"	null		null		呼旱切				null	null	null	U+710A
0711A-byun1	焚		byun	byun1	1	19	4	2	"[""切三""]"	符分反		符分反		符分切				奉	文	平	U+711A
0711A-pyun3	焚		pyûn	pyun3	3	22	5	1	"[""TIVK75-100a""]"	null		null		null		方問切		非	問	去	U+711A
0711C-kun1	焜		kun	kun1	1	22	2	2	"[""切三""]"	null		null		null		公渾切		見	魂	平	U+711C
0711C-xun2	焜		xún	xun2	2	20	1	1	"[""切一""]"	胡本反		胡本反		胡本切				null	null	null	U+711C
0712B-nyet4	焫		nyet	nyet4	4	15	19	2	"[""切三""]"	null		如雪反		如劣切				日	薛	入	U+712B
0712F-tiak4	焯		tiak	tiak4	4	27	4	2	"[""P3799""]"	之藥反	《P3799》、《藤田2018》之藥反，《切三》之爍反。	之藥反		之若切				章	藥	入	U+712F
0714C-xuang1	煌		xuaŋ	xuang1	1	38	9	2	"[""切三""]"	胡光反		胡光反		胡光切				匣	唐	平	U+714C
0715C-jyuk4	煜		jyuk	jyuk4	4	1	27	2	"[""切三""]"	與逐反		與逐反		余六切				以	屋	入	U+715C
07160-dzrep4	煠		dzrep	dzrep4	4	22	4	0	"[""藤田2018""]"	士洽反		士洽反		士洽切				澄	狎	入	U+7160
07160-jiep4	煠		jiep	jiep4	4	24	1	2	"[""切三""]"	null		与涉反		與涉切				以	葉	入	U+7160
07160-thriep4	煠		thriep	thriep4	4	24	14	2	"[""切三""]"	null		丑輒反		丑輒切				null	null	null	U+7160
07166-qhyo2	煦		qhyó	qhyo2	2	9	9	2	"[""切三""]"	null		null		况羽切				null	null	null	U+7166
07166-qhyo3	煦		qhyô	qhyo3	3	10	8	0	"[""藤田2018""]"	香句反		香句反		香句切				曉	遇	去	U+7166
07169-byan1	煩		byan	byan1	1	21	5	2	"[""切三""]"	附袁反		附袁反		附袁切				奉	元	平	U+7169
0716C-jiang1	煬		jiaŋ	jiang1	1	37	1	2	"[""切三""]"	与章反		与章反		與章切				以	陽	平	U+716C
0716C-jiang3	煬		jiâŋ	jiang3	3	40	1	2	"[""S6176v""]"	〼〼〼	《S6176v》餘亮反脱字，《藤田2018》餘亮反。	餘亮反		餘亮切				以	漾	去	U+716C
0716E-tio2	煮		tió	tio2	2	8	5	2	"[""切三""]"	諸与反		諸与反		章与切				章	語	上	U+716E
07199-qhiw1	熙		qhiə	qhiw1	1	7	15	2	"[""切三""]"	許其反		許其反		許其切				曉	之	平	U+7199
071A8-qyui3	熨		qyûi	qyui3	3	8	8	0	"[""藤田2018""]"	於謂反		於謂反		於胃切				影	未	去	U+71A8
071A8-qyut4	熨		qyut	qyut4	4	6	3	2	"[""切三"", ""P3694v""]"	null		null		紆物切				影	物	入	U+71A8
071AC-ngau1	熬		ŋau	ngau1	1	32	13	2	"[""切三""]"	五勞反		五勞反		五勞切				疑	豪	平	U+71AC
071AF-nien2	熯		nién	nien2	2	26	13	2	"[""切三""]"	null		人善反		人善切				日	獮	上	U+71AF
071AF-qhan2	熯		qhán	qhan2	2	22	23	2	"[""切三""]"	null		null		呼旱切				曉	旱	上	U+71AF
071AF-qhan3	熯		qhân	qhan3	3	27	25	3	"[""S6176r""]"	呼半反		呼半反		呼旰切				null	null	null	U+71AF
071B1-niet4	熱		niet	niet4	4	15	5	2	"[""切三""]"	如列反		如列反		如列切				日	薛	入	U+71B1
071B2-kueng2	熲		kuéŋ	kueng2	2	40	2	2	"[""切三""]"	古鼎反		古鼎反		古迥切				null	null	null	U+71B2
071B9-qhiw1	熹		qhiə	qhiw1	1	7	15	2	"[""切三""]"	許其反		許其反		許其切				曉	之	平	U+71B9
071C1-xriep4	燁		xriep	xriep4	4	24	17	2	"[""切三""]"	null		null		筠輒切				云	葉	入	U+71C1
071E7-zyi3	燧		zŷi	zyi3	3	6	4	0	"[""藤田2018""]"	徐醉反		徐醉反		徐醉切				邪	至	去	U+71E7
071EE-sep4	燮		sep	sep4	4	25	8	2	"[""P3799""]"	蘇協反		蘇協反		蘇協切				心	帖	入	U+71EE
071FE-dau1	燾		dau	dau1	1	32	11	2	"[""切三""]"	徒刀反		徒刀反		徒刀切				定	豪	平	U+71FE
071FE-dau3	燾		dâu	dau3	3	35	2	2	"[""S6176v""]"	□□□	《S6176v》號韵□□□，《藤田2018》徒到反。	徒到反		徒到切				定	號	去	U+71FE
071FF-jieu3	燿		jiêu	jieu3	3	33	3	0	"[""藤田2018""]"	null		null		弋照切				以	笑	去	U+71FF
071FF-shiak4	燿		shiak	shiak4	4	27	5	2	"[""切三"", ""P3799""]"	null		null		null		式灼切		null	null	null	U+71FF
071FF-srau3	燿		srâu	srau3	3	34	10	0	"[""藤田2018""]"	null		null		null		所教切		null	null	null	U+71FF
07207-nyet4	爇		nyet	nyet4	4	15	19	2	"[""切三""]"	如雪反		如雪反		如劣切				日	薛	入	U+7207
07210-lo1	爐		lo	lo1	1	11	10	1	"[""P3695""]"	null		落胡反		落胡切				來	模	平	U+7210
0721A-jiak4	爚		jiak	jiak4	4	27	1	2	"[""P3799""]"	以灼反		以灼反		以灼切				null	null	null	U+721A
0721A-shiak4	爚		shiak	shiak4	4	27	5	2	"[""切三"", ""P3799""]"	null		null		書藥切				null	null	null	U+721A
0721D-ciak4	爝		ciak	ciak4	4	27	16	2	"[""P3799""]"	null		null		即略切				null	null	null	U+721D
0721D-cieu3	爝		ciêu	cieu3	3	33	15	0	"[""藤田2018""]"	null		null		子肖切				null	null	null	U+721D
0721D-dziak4	爝		dziak	dziak4	4	27	17	2	"[""P3799""]"	在□反	《藤田2018》在爵反。	在爵反		在爵切				null	null	null	U+721D
0721E-dong1	爞		doŋ	dong1	1	2	2	3	"[""切二""]"	null		徒冬反		徒冬切				null	null	null	U+721E
0721E-dryung1	爞		dryuŋ	dryung1	1	1	4	3	"[""切二""]"	null		直隆反		直弓切				null	null	null	U+721E
0722F-thiwng1	爯		thiəŋ	thiwng1	1	49	17	2	"[""切三""]"	null		處陵反		處陵切				null	null	null	U+722F
07230-xyan1	爰		xyan	xyan1	1	21	2	2	"[""切三""]"	韋元反		韋元反		雨元切				云	元	平	U+7230
07232-ngrye3	爲		ŋryê	ngrye3	3	5	34	3	"[""P3696(1)r""]"	null		null		null		null		null	null	null	U+7232
07232-xrye1	爲		xrye	xrye1	1	5	3	2	"[""切三"", ""P3696(2)""]"	薳支反		薳支反		薳支切				云	支	平	U+7232
07232-xrye3	爲		xryê	xrye3	3	5	8	3	"[""P3696(1)r""]"	榮□□	《藤田2018》榮僞反。	榮僞反		于僞切				云	寘	平	U+7232
07235-ciak4	爵		ciak	ciak4	4	27	16	2	"[""P3799""]"	即略反		即略反		即略切				精	藥	入	U+7235
0723F-bren1	爿		bren	bren1	1	26	null	2	"[""切三""]"	null		null		null		null		null	null	null	U+723F
0723F-dziang1	爿		dziaŋ	dziang1	1	37	24	2	"[""切三""]"	null		null		null		null		從	陽	平	U+723F
0723F-dzriang1	爿		dzriaŋ	dzriang1	1	37	20	2	"[""切三""]"	null		null		null		null		null	null	null	U+723F
07240-dzriang1	牀		dzriaŋ	dzriang1	1	37	20	2	"[""切三""]"	士莊反		士莊反		士莊切				崇	陽	平	U+7240
07241-ka1	牁		ka	ka1	1	33	1	2	"[""切三""]"	古娥反	《藤田2018》歌韵作“古俄反”。	古俄反		古俄切				null	null	null	U+7241
