pieutiwbyo	zyokdziw	tiengdziw	thongqitmraZyokdziw	thongqitmraTiengdziw
07D0607D06	紆	紆	U+7D06	U+7D06
07D0707D07	紇	紇	U+7D07	U+7D07
07D0807D08	紈	紈	U+7D08	U+7D08
07D0A07D0A	紊	紊	U+7D0A	U+7D0A
07D0B07D0B	紋	紋	U+7D0B	U+7D0B
07D0D07D0D	納	納	U+7D0D	U+7D0D
07D1007D10	紐	紐	U+7D10	U+7D10
07D1307D13	紓	紓	U+7D13	U+7D13
07D1507D15	紕	紕	U+7D15	U+7D15
07D1A07D1A	級	級	U+7D1A	U+7D1A
07D1C07D1C	紜	紜	U+7D1C	U+7D1C
07D2007D20	素	素	U+7D20	U+7D20
07D2107D21	紡	紡	U+7D21	U+7D21
07D2207D22	索	索	U+7D22	U+7D22
07D2707DCA	紧	緊	U+7D27	U+7DCA
07D2907D29	紩	紩	U+7D29	U+7D29
07D2C07D2C	紬	紬	U+7D2C	U+7D2C
07D2E07D2E	紮	紮	U+7D2E	U+7D2E
07D3007D30	細	細	U+7D30	U+7D30
07D3207D32	紲	紲	U+7D32	U+7D32
07D3207D4F	紲	絏	U+7D32	U+7D4F
07D3307D33	紳	紳	U+7D33	U+7D33
07D3A07D3A	紺	紺	U+7D3A	U+7D3A
07D4007D40	絀	絀	U+7D40	U+7D40
07D4207D42	終	終	U+7D42	U+7D42
07D4307D43	絃	絃	U+7D43	U+7D43
07D4607D46	絆	絆	U+7D46	U+7D46
07D4707D47	絇	絇	U+7D47	U+7D47
07D4807D48	絈	絈	U+7D48	U+7D48
07D4E07D4E	絎	絎	U+7D4E	U+7D4E
07D4F07D4F	絏	絏	U+7D4F	U+7D4F
07D5007D50	結	結	U+7D50	U+7D50
07D5407D48	絔	絈	U+7D54	U+7D48
07D5507D76	絕	絶	U+7D55	U+7D76
07D5E07D5E	絞	絞	U+7D5E	U+7D5E
07D6107D61	絡	絡	U+7D61	U+7D61
07D6207D62	絢	絢	U+7D62	U+7D62
07D6607D66	給	給	U+7D66	U+7D66
07D6707D67	絧	絧	U+7D67	U+7D67
07D6A07D6A	絪	絪	U+7D6A	U+7D6A
07D6E07D6E	絮	絮	U+7D6E	U+7D6E
07D7007D70	絰	絰	U+7D70	U+7D70
07D7107D71	統	統	U+7D71	U+7D71
07D7207D72	絲	絲	U+7D72	U+7D72
07D7507E6A	絵	繪	U+7D75	U+7E6A
07D7607D76	絶	絶	U+7D76	U+7D76
07D7F07D7F	絿	絿	U+7D7F	U+7D7F
07D8307D83	綃	綃	U+7D83	U+7D83
07D8907D89	綉	綉	U+7D89	U+7D89
07D8907E61	綉	繡	U+7D89	U+7E61
07D9907E7C	継	繼	U+7D99	U+7E7C
07D9A07E8C	続	續	U+7D9A	U+7E8C
07D9D07D9D	綝	綝	U+7D9D	U+7D9D
07DA207D2C	綢	紬	U+7DA2	U+7D2C
07DA207DA2	綢	綢	U+7DA2	U+7DA2
07DA607DA6	綦	綦	U+7DA6	U+7DA6
07DAA07DAA	綪	綪	U+7DAA	U+7DAA
07DAC07DAC	綬	綬	U+7DAC	U+7DAC
07DAD07DAD	維	維	U+7DAD	U+7DAD
07DAF07DAF	綯	綯	U+7DAF	U+7DAF
07DB107DB1	綱	綱	U+7DB1	U+7DB1
07DB207DB2	網	網	U+7DB2	U+7DB2
07DB907DB9	綹	綹	U+7DB9	U+7DB9
07DBB07DBB	綻	綻	U+7DBB	U+7DBB
07DBE07DBE	綾	綾	U+7DBE	U+7DBE
07DC407DC4	緄	緄	U+7DC4	U+7DC4
07DCA07DCA	緊	緊	U+7DCA	U+7DCA
07DD207DD2	緒	緒	U+7DD2	U+7DD2
07DD607DD2	緖	緒	U+7DD6	U+7DD2
07DD707DD7	緗	緗	U+7DD7	U+7DD7
07DD807DD8	緘	緘	U+7DD8	U+7DD8
07DE407DE4	緤	緤	U+7DE4	U+7DE4
07DE507DE5	緥	緥	U+7DE5	U+7DE5
07DE907DE9	緩	緩	U+7DE9	U+7DE9
07DEC07DEC	緬	緬	U+7DEC	U+7DEC
07DFB07DFB	緻	緻	U+7DFB	U+7DFB
07DFE07E8F	緾	纏	U+7DFE	U+7E8F
07E2007E20	縠	縠	U+7E20	U+7E20
07E2207E22	縢	縢	U+7E22	U+7E22
07E2307E23	縣	縣	U+7E23	U+7E23
07E2E07E2E	縮	縮	U+7E2E	U+7E2E
07E3407E34	縴	縴	U+7E34	U+7E34
07E3A07E3A	縺	縺	U+7E3A	U+7E3A
07E4807E66	繈	繦	U+7E48	U+7E66
07E4D07E61	繍	繡	U+7E4D	U+7E61
07E5607E56	繖	繖	U+7E56	U+7E56
07E6107E61	繡	繡	U+7E61	U+7E61
07E6207E62	繢	繢	U+7E62	U+7E62
07E6607E66	繦	繦	U+7E66	U+7E66
07E6A07E6A	繪	繪	U+7E6A	U+7E6A
07E6D07E6D	繭	繭	U+7E6D	U+7E6D
07E6E07E6E	繮	繮	U+7E6E	U+7E6E
07E6E097C1	繮	韁	U+7E6E	U+97C1
07E7C07E7C	繼	繼	U+7E7C	U+7E7C
07E8607E86	纆	纆	U+7E86	U+7E86
07E8807E88	纈	纈	U+7E88	U+7E88
07E8A07E8A	纊	纊	U+7E8A	U+7E8A
07E8C07E8C	續	續	U+7E8C	U+7E8C
07E8F07E8F	纏	纏	U+7E8F	U+7E8F
07E9107E91	纑	纑	U+7E91	U+7E91
07E9C07E9C	纜	纜	U+7E9C	U+7E9C
07EA007CFE	纠	糾	U+7EA0	U+7CFE
07EA107D06	纡	紆	U+7EA1	U+7D06
07EA207D05	红	紅	U+7EA2	U+7D05
07EA307D02	纣	紂	U+7EA3	U+7D02
07EA407E34	纤	縴	U+7EA4	U+7E34
07EA507D07	纥	紇	U+7EA5	U+7D07
07EA707D1A	级	級	U+7EA7	U+7D1A
07EA807D08	纨	紈	U+7EA8	U+7D08
07EA907E8A	纩	纊	U+7EA9	U+7E8A
07EAA07D00	纪	紀	U+7EAA	U+7D00
07EAD07D1C	纭	紜	U+7EAD	U+7D1C
07EB007D15	纰	紕	U+7EB0	U+7D15
07EB207DB1	纲	綱	U+7EB2	U+7DB1
07EB307D0D	纳	納	U+7EB3	U+7D0D
07EB907D0B	纹	紋	U+7EB9	U+7D0B
07EBA07D21	纺	紡	U+7EBA	U+7D21
07EBD07D10	纽	紐	U+7EBD	U+7D10
07EBE07D13	纾	紓	U+7EBE	U+7D13
07EC007D3A	绀	紺	U+7EC0	U+7D3A
07EC107D32	绁	紲	U+7EC1	U+7D32
07EC107D4F	绁	絏	U+7EC1	U+7D4F
07EC507D33	绅	紳	U+7EC5	U+7D33
07EC607D30	细	細	U+7EC6	U+7D30
07EC807D42	终	終	U+7EC8	U+7D42
07ECA07D46	绊	絆	U+7ECA	U+7D46
07ECC07D40	绌	絀	U+7ECC	U+7D40
07ED307D50	结	結	U+7ED3	U+7D50
07ED607D70	绖	絰	U+7ED6	U+7D70
07ED707D4E	绗	絎	U+7ED7	U+7D4E
07ED807E6A	绘	繪	U+7ED8	U+7E6A
07ED907D66	给	給	U+7ED9	U+7D66
07EDA07D62	绚	絢	U+7EDA	U+7D62
07EDC07D61	络	絡	U+7EDC	U+7D61
07EDD07D76	绝	絶	U+7EDD	U+7D76
07EDE07D5E	绞	絞	U+7EDE	U+7D5E
07EDF07D71	统	統	U+7EDF	U+7D71
07EE107D83	绡	綃	U+7EE1	U+7D83
07EE307D89	绣	綉	U+7EE3	U+7D89
07EE307E61	绣	繡	U+7EE3	U+7E61
07EE707E7C	继	繼	U+7EE7	U+7E7C
07EEA07DD2	绪	緒	U+7EEA	U+7DD2
07EEB07DBE	绫	綾	U+7EEB	U+7DBE
07EED07E8C	续	續	U+7EED	U+7E8C
07EF207DC4	绲	緄	U+7EF2	U+7DC4
07EF407DAD	维	維	U+7EF4	U+7DAD
07EF607DAC	绶	綬	U+7EF6	U+7DAC
07EF807D2C	绸	紬	U+7EF8	U+7D2C
07EF807DA2	绸	綢	U+7EF8	U+7DA2
07EF907DAF	绹	綯	U+7EF9	U+7DAF
07EFA07DB9	绺	綹	U+7EFA	U+7DB9
07EFD07DBB	绽	綻	U+7EFD	U+7DBB
07F0307DD7	缃	緗	U+7F03	U+7DD7
07F0407DD8	缄	緘	U+7F04	U+7DD8
07F0507DEC	缅	緬	U+7F05	U+7DEC
07F0607E9C	缆	纜	U+7F06	U+7E9C
07F1307DE9	缓	緩	U+7F13	U+7DE9
07F2007E8F	缠	纏	U+7F20	U+7E8F
07F2907E2E	缩	縮	U+7F29	U+7E2E
07F2C07E88	缬	纈	U+7F2C	U+7E88
07F3007E6E	缰	繮	U+7F30	U+7E6E
07F30097C1	缰	韁	U+7F30	U+97C1
07F3607F36	缶	缶	U+7F36	U+7F36
07F3607F50	缶	罐	U+7F36	U+7F50
07F3807F38	缸	缸	U+7F38	U+7F38
07F3D09262	缽	鉢	U+7F3D	U+9262
07F3F07F3F	缿	缿	U+7F3F	U+7F3F
07F4407F44	罄	罄	U+7F44	U+7F44
07F4707F47	罇	罇	U+7F47	U+7F47
07F4B07F4B	罋	罋	U+7F4B	U+7F4B
07F4E058DC	罎	壜	U+7F4E	U+58DC
07F4E07F4E	罎	罎	U+7F4E	U+7F4E
07F5007F50	罐	罐	U+7F50	U+7F50
07F5009475	罐	鑵	U+7F50	U+9475
07F5107DB2	网	網	U+7F51	U+7DB2
07F5107F51	网	网	U+7F51	U+7F51
07F5407F54	罔	罔	U+7F54	U+7F54
07F5507F55	罕	罕	U+7F55	U+7F55
07F5B07F5B	罛	罛	U+7F5B	U+7F5B
07F5F07F5F	罟	罟	U+7F5F	U+7F5F
07F6A07F6A	罪	罪	U+7F6A	U+7F6A
07F6D07F6D	罭	罭	U+7F6D	U+7F6D
07F6E07F6E	置	置	U+7F6E	U+7F6E
07F7107F71	罱	罱	U+7F71	U+7F71
07F7207F72	署	署	U+7F72	U+7F72
07F7B07F7B	罻	罻	U+7F7B	U+7F7B
07F7D07F7D	罽	罽	U+7F7D	U+7F7D
07F8107F88	羁	羈	U+7F81	U+7F88
07F8707F87	羇	羇	U+7F87	U+7F87
07F8807F88	羈	羈	U+7F88	U+7F88
07F8B08288	羋	芈	U+7F8B	U+8288
07F9107F91	羑	羑	U+7F91	U+7F91
07F9407F94	羔	羔	U+7F94	U+7F94
07F9607F96	羖	羖	U+7F96	U+7F96
07F9E07F9E	羞	羞	U+7F9E	U+7F9E
07FA307FA4	羣	群	U+7FA3	U+7FA4
07FA407FA4	群	群	U+7FA4	U+7FA4
07FA907FA9	義	義	U+7FA9	U+7FA9
07FB207FB2	羲	羲	U+7FB2	U+7FB2
07FB607FB6	羶	羶	U+7FB6	U+7FB6
07FB907FB9	羹	羹	U+7FB9	U+7FB9
07FBD07FBD	羽	羽	U+7FBD	U+7FBD
07FBF07FBF	羿	羿	U+7FBF	U+7FBF
07FCA07FCA	翊	翊	U+7FCA	U+7FCA
07FCC07FCC	翌	翌	U+7FCC	U+7FCC
07FD207FD2	習	習	U+7FD2	U+7FD2
07FD507FD5	翕	翕	U+7FD5	U+7FD5
07FD907FFD	翙	翽	U+7FD9	U+7FFD
07FDF07FDF	翟	翟	U+7FDF	U+7FDF
07FE507FE5	翥	翥	U+7FE5	U+7FE5
07FEE07FEE	翮	翮	U+7FEE	U+7FEE
07FF107FF1	翱	翱	U+7FF1	U+7FF1
07FF307796	翳	瞖	U+7FF3	U+7796
07FF607FF1	翶	翱	U+7FF6	U+7FF1
07FFA07FF1	翺	翱	U+7FFA	U+7FF1
07FFD07FFD	翽	翽	U+7FFD	U+7FFD
08000071FF	耀	燿	U+8000	U+71FF
0800008000	耀	耀	U+8000	U+8000
0800308003	考	考	U+8003	U+8003
0800508005	者	者	U+8005	U+8005
0800708007	耇	耇	U+8007	U+8007
0800808007	耈	耇	U+8008	U+8007
0800A0800B	耊	耋	U+800A	U+800B
0800B0800B	耋	耋	U+800B	U+800B
0801108011	耑	耑	U+8011	U+8011
0801408014	耔	耔	U+8014	U+8014
0801508015	耕	耕	U+8015	U+8015
0801808018	耘	耘	U+8018	U+8018
0803008030	耰	耰	U+8030	U+8030
0803308033	耳	耳	U+8033	U+8033
0803B0803B	耻	耻	U+803B	U+803B
0803F0803F	耿	耿	U+803F	U+803F
0804A0804A	聊	聊	U+804A	U+804A
0805208052	聒	聒	U+8052	U+8052
080540806F	联	聯	U+8054	U+806F
0805608056	聖	聖	U+8056	U+8056
0805808058	聘	聘	U+8058	U+8058
0805E0805E	聞	聞	U+805E	U+805E
0806908075	聩	聵	U+8069	U+8075
0806E0806F	聮	聯	U+806E	U+806F
0806F0806F	聯	聯	U+806F	U+806F
0807108071	聱	聱	U+8071	U+8071
0807208072	聲	聲	U+8072	U+8072
0807508075	聵	聵	U+8075	U+8075
0807F0807F	聿	聿	U+807F	U+807F
0808308085	肃	肅	U+8083	U+8085
0808408084	肄	肄	U+8084	U+8084
0808508085	肅	肅	U+8085	U+8085
0808608086	肆	肆	U+8086	U+8086
0808908089	肉	肉	U+8089	U+8089
0808B0808B	肋	肋	U+808B	U+808B
0809308093	肓	肓	U+8093	U+8093
0809608096	肖	肖	U+8096	U+8096
0809808098	肘	肘	U+8098	U+8098
0809A0809A	肚	肚	U+809A	U+809A
0809B07598	肛	疘	U+809B	U+7598
0809B0809B	肛	肛	U+809B	U+809B
0809C0809C	肜	肜	U+809C	U+809C
0809D0809D	肝	肝	U+809D	U+809D
080A008178	肠	腸	U+80A0	U+8178
080A1080A1	股	股	U+80A1	U+80A1
080A2080A2	肢	肢	U+80A2	U+80A2
080A5080A5	肥	肥	U+80A5	U+80A5
080A9080A9	肩	肩	U+80A9	U+80A9
080AA080AA	肪	肪	U+80AA	U+80AA
080AC080AC	肬	肬	U+80AC	U+80AC
080AD080AD	肭	肭	U+80AD	U+80AD
080AF080AF	肯	肯	U+80AF	U+80AF
080B2080B2	育	育	U+80B2	U+80B2
080BE0814E	肾	腎	U+80BE	U+814E
080C008139	胀	脹	U+80C0	U+8139
080C3080C3	胃	胃	U+80C3	U+80C3
080C4080C4	胄	胄	U+80C4	U+80C4
080C6080C6	胆	胆	U+80C6	U+80C6
080CA06710	胊	朐	U+80CA	U+6710
080D6080D6	胖	胖	U+80D6	U+80D6
080DC052DD	胜	勝	U+80DC	U+52DD
080DC080DC	胜	胜	U+80DC	U+80DC
080DE080DE	胞	胞	U+80DE	U+80DE
080E1080E1	胡	胡	U+80E1	U+80E1
080E10885A	胡	衚	U+80E1	U+885A
080E109B0D	胡	鬍	U+80E1	U+9B0D
080E4080E4	胤	胤	U+80E4	U+80E4
080F0080F0	胰	胰	U+80F0	U+80F0
080F1080F1	胱	胱	U+80F1	U+80F1
080F3080F3	胳	胳	U+80F3	U+80F3
080F4080F4	胴	胴	U+80F4	U+80F4
080F6080F6	胶	胶	U+80F6	U+80F6
080F7080F8	胷	胸	U+80F7	U+80F8
080F8080F8	胸	胸	U+80F8	U+80F8
0810308106	脃	脆	U+8103	U+8106
0810608106	脆	脆	U+8106	U+8106
0810A0810A	脊	脊	U+810A	U+810A
0810D081BE	脍	膾	U+810D	U+81BE
0810F081DF	脏	臟	U+810F	U+81DF
0810F09AD2	脏	髒	U+810F	U+9AD2
0811808118	脘	脘	U+8118	U+8118
0811D0811D	脝	脝	U+811D	U+811D
0812706718	脧	朘	U+8127	U+6718
0812C0812C	脬	脬	U+812C	U+812C
08138081C9	脸	臉	U+8138	U+81C9
0813908139	脹	脹	U+8139	U+8139
0814608146	腆	腆	U+8146	U+8146
0814A0814A	腊	腊	U+814A	U+814A
0814A081D8	腊	臘	U+814A	U+81D8
0814B0814B	腋	腋	U+814B	U+814B
0814E0814E	腎	腎	U+814E	U+814E
0815408154	腔	腔	U+8154	U+8154
0816508165	腥	腥	U+8165	U+8165
0816908169	腩	腩	U+8169	U+8169
0817108171	腱	腱	U+8171	U+8171
0817408174	腴	腴	U+8174	U+8174
0817808178	腸	腸	U+8178	U+8178
0817908179	腹	腹	U+8179	U+8179
0817B081A9	腻	膩	U+817B	U+81A9
0817E09A30	腾	騰	U+817E	U+9A30
0817F0817F	腿	腿	U+817F	U+817F
0818008180	膀	膀	U+8180	U+8180
0818009AC8	膀	髈	U+8180	U+9AC8
0818208182	膂	膂	U+8182	U+8182
0818B0818B	膋	膋	U+818B	U+818B
081A9081A9	膩	膩	U+81A9	U+81A9
081BB07FB6	膻	羶	U+81BB	U+7FB6
081BB081BB	膻	膻	U+81BB	U+81BB
081BE081BE	膾	膾	U+81BE	U+81BE
081C0081C0	臀	臀	U+81C0	U+81C0
081C6081C6	臆	臆	U+81C6	U+81C6
081C8081D8	臈	臘	U+81C8	U+81D8
081C9081C9	臉	臉	U+81C9	U+81C9
081D3081DF	臓	臟	U+81D3	U+81DF
081D8081D8	臘	臘	U+81D8	U+81D8
081DF081DF	臟	臟	U+81DF	U+81DF
081E1081E1	臡	臡	U+81E1	U+81E1
081E3081E3	臣	臣	U+81E3	U+81E3
081E4081E4	臤	臤	U+81E4	U+81E4
081E7081E7	臧	臧	U+81E7	U+81E7
081E8081E8	臨	臨	U+81E8	U+81E8
081EA081EA	自	自	U+81EA	U+81EA
081ED081ED	臭	臭	U+81ED	U+81ED
081EF0768B	臯	皋	U+81EF	U+768B
081F1081F1	臱	臱	U+81F1	U+81F1
081F3081F3	至	至	U+81F3	U+81F3
081F407DFB	致	緻	U+81F4	U+7DFB
081F4081F4	致	致	U+81F4	U+81F4
081FA081FA	臺	臺	U+81FA	U+81FA
081FC081FC	臼	臼	U+81FC	U+81FC
081FE081FE	臾	臾	U+81FE	U+81FE
0820508205	舅	舅	U+8205	U+8205
0820808208	興	興	U+8208	U+8208
0820A0820A	舊	舊	U+820A	U+820A
0820C0820C	舌	舌	U+820C	U+820C
0820D06368	舍	捨	U+820D	U+6368
0820D0820D	舍	舍	U+820D	U+820D
0820E0820D	舎	舍	U+820E	U+820D
0821208212	舒	舒	U+8212	U+8212
0821809928	舘	館	U+8218	U+9928
0821B0821B	舛	舛	U+821B	U+821B
0821C0821C	舜	舜	U+821C	U+821C
0821F0821F	舟	舟	U+821F	U+821F
0822108221	舡	舡	U+8221	U+8221
0822308264	舣	艤	U+8223	U+8264
0822B0822B	舫	舫	U+822B	U+822B
0823008266	舰	艦	U+8230	U+8266
0823308233	舳	舳	U+8233	U+8233
0823608236	舶	舶	U+8236	U+8236
0823708237	舷	舷	U+8237	U+8237
0823B0826B	舻	艫	U+823B	U+826B
0824508245	艅	艅	U+8245	U+8245
0824E0824E	艎	艎	U+824E	U+824E
0826408264	艤	艤	U+8264	U+8264
0826608266	艦	艦	U+8266	U+8266
0826A0826A	艪	艪	U+826A	U+826A
0826B0826B	艫	艫	U+826B	U+826B
0826F0826F	良	良	U+826F	U+826F
0827208272	色	色	U+8272	U+8272
0827808278	艸	艸	U+8278	U+8278
0827A085DD	艺	藝	U+827A	U+85DD
0827D0827D	艽	艽	U+827D	U+827D
0828408284	芄	芄	U+8284	U+8284
0828808288	芈	芈	U+8288	U+8288
0828A0828A	芊	芊	U+828A	U+828A
0828B0828B	芋	芋	U+828B	U+828B
0828E0828E	芎	芎	U+828E	U+828E
0829108291	芑	芑	U+8291	U+8291
0829208292	芒	芒	U+8292	U+8292
0829405349	芔	卉	U+8294	U+5349
082970858C	芗	薌	U+8297	U+858C
0829D0829D	芝	芝	U+829D	U+829D
0829F0829F	芟	芟	U+829F	U+829F
082A1082A1	芡	芡	U+82A1	U+82A1
082A5082A5	芥	芥	U+82A5	U+82A5
082A7082A7	芧	芧	U+82A7	U+82A7
082A8082A8	芨	芨	U+82A8	U+82A8
082A9082A9	芩	芩	U+82A9	U+82A9
082AA082AA	芪	芪	U+82AA	U+82AA
082AB082AB	芫	芫	U+82AB	U+82AB
082AE082AE	芮	芮	U+82AE	U+82AE
082B0082B0	芰	芰	U+82B0	U+82B0
082B1082B1	花	花	U+82B1	U+82B1
082B108624	花	蘤	U+82B1	U+8624
082B3082B3	芳	芳	U+82B3	U+82B3
082B4082B4	芴	芴	U+82B4	U+82B4
082B7082B7	芷	芷	U+82B7	U+82B7
082B8082B8	芸	芸	U+82B8	U+82B8
082B808553	芸	蕓	U+82B8	U+8553
082B8085DD	芸	藝	U+82B8	U+85DD
082B9082B9	芹	芹	U+82B9	U+82B9
082BD082BD	芽	芽	U+82BD	U+82BD
082C505208	苅	刈	U+82C5	U+5208
082C708466	苇	葦	U+82C7	U+8466
082C8085F6	苈	藶	U+82C8	U+85F6
082CB083A7	苋	莧	U+82CB	U+83A7
082CC08407	苌	萇	U+82CC	U+8407
082CF056CC	苏	囌	U+82CF	U+56CC
082CF07526	苏	甦	U+82CF	U+7526
082CF08607	苏	蘇	U+82CF	U+8607
082D9082D9	苙	苙	U+82D9	U+82D9
082DB082DB	苛	苛	U+82DB	U+82DB
082DC082DC	苜	苜	U+82DC	U+82DC
082DE082DE	苞	苞	U+82DE	U+82DE
082DF082DF	苟	苟	U+82DF	U+82DF
082E1082E1	苡	苡	U+82E1	U+82E1
082E2082E1	苢	苡	U+82E2	U+82E1
082E3082E3	苣	苣	U+82E3	U+82E3
082E5082E5	若	若	U+82E5	U+82E5
082E6082E6	苦	苦	U+82E6	U+82E6
082EF082EF	苯	苯	U+82EF	U+82EF
0830108301	茁	茁	U+8301	U+8301
0830408304	茄	茄	U+8304	U+8304
0831708317	茗	茗	U+8317	U+8317
0831C0831C	茜	茜	U+831C	U+831C
0832208322	茢	茢	U+8322	U+8322
0832707E6D	茧	繭	U+8327	U+7E6D
0832808328	茨	茨	U+8328	U+8328
0832B0832B	茫	茫	U+832B	U+832B
0832D0832D	茭	茭	U+832D	U+832D
0832F0832F	茯	茯	U+832F	U+832F
0833108331	茱	茱	U+8331	U+8331
0833205179	茲	兹	U+8332	U+5179
0833308333	茳	茳	U+8333	U+8333
0833408334	茴	茴	U+8334	U+8334
0833508335	茵	茵	U+8335	U+8335
0833608336	茶	茶	U+8336	U+8336
0833808338	茸	茸	U+8338	U+8338
0833908339	茹	茹	U+8339	U+8339
0833A0833A	茺	茺	U+833A	U+833A
0834308343	荃	荃	U+8343	U+8343
0834508345	荅	荅	U+8345	U+8345
0834608346	荆	荆	U+8346	U+8346
0834708347	荇	荇	U+8347	U+8347
0834808348	荈	荈	U+8348	U+8348
0834908278	草	艸	U+8349	U+8278
0834908349	草	草	U+8349	U+8349
0834A08346	荊	荆	U+834A	U+8346
0834D0834D	荍	荍	U+834D	U+834D
0835008350	荐	荐	U+8350	U+8350
08350085A6	荐	薦	U+8350	U+85A6
0835208352	荒	荒	U+8352	U+8352
083580838A	荘	莊	U+8358	U+838A
0835C084FD	荜	蓽	U+835C	U+84FD
0835E0834D	荞	荍	U+835E	U+834D
0835F08588	荟	薈	U+835F	U+8588
08361076EA	荡	盪	U+8361	U+76EA
0836108569	荡	蕩	U+8361	U+8569
0836607296	荦	犖	U+8366	U+7296
0836B05ED5	荫	廕	U+836B	U+5ED5
0836B0852D	荫	蔭	U+836B	U+852D
0837708377	荷	荷	U+8377	U+8377
0837B0837B	荻	荻	U+837B	U+837B
0837C0837C	荼	荼	U+837C	U+837C
0837E0837E	荾	荾	U+837E	U+837E
0838506D96	莅	涖	U+8385	U+6D96
0838508385	莅	莅	U+8385	U+8385
0838A0838A	莊	莊	U+838A	U+838A
0838D0838D	莍	莍	U+838D	U+838D
0839208392	莒	莒	U+8392	U+8392
0839508395	莕	莕	U+8395	U+8395
0839908399	莙	莙	U+8399	U+8399
083A7083A7	莧	莧	U+83A7	U+83A7
083A8083A8	莨	莨	U+83A8	U+83A8
083AA083AA	莪	莪	U+83AA	U+83AA
083B10840A	莱	萊	U+83B1	U+840A
083B2084EE	莲	蓮	U+83B2	U+84EE
083B308494	莳	蒔	U+83B3	U+8494
083B60859F	莶	薟	U+83B6	U+859F
083B707372	获	獲	U+83B7	U+7372
083B707A6B	获	穫	U+83B7	U+7A6B
083B808555	莸	蕕	U+83B8	U+8555
083C1083C1	菁	菁	U+83C1	U+83C1
083CF083CF	菏	菏	U+83CF	U+83CF
083DF083DF	菟	菟	U+83DF	U+83DF
083EF083EF	華	華	U+83EF	U+83EF
083F0083F0	菰	菰	U+83F0	U+83F0
083F1083F1	菱	菱	U+83F1	U+83F1
083F108506	菱	蔆	U+83F1	U+8506
083FD083FD	菽	菽	U+83FD	U+83FD
083FE083FE	菾	菾	U+83FE	U+83FE
0840408404	萄	萄	U+8404	U+8404
0840708407	萇	萇	U+8407	U+8407
0840A0840A	萊	萊	U+840A	U+840A
0842908429	萩	萩	U+8429	U+8429
0842C0842C	萬	萬	U+842C	U+842C
0843808438	萸	萸	U+8438	U+8438
0843D0843D	落	落	U+843D	U+843D
0844008440	葀	葀	U+8440	U+8440
0844608446	葆	葆	U+8446	U+8446
0844908449	葉	葉	U+8449	U+8449
0844D0844D	葍	葍	U+844D	U+844D
0844E0844E	葎	葎	U+844E	U+844E
0845708457	著	著	U+8457	U+8457
0845908459	葙	葙	U+8459	U+8459
0845B0845B	葛	葛	U+845B	U+845B
0846308463	董	董	U+8463	U+8463
0846608466	葦	葦	U+8466	U+8466
0846B0846B	葫	葫	U+846B	U+846B
0846C0846C	葬	葬	U+846C	U+846C
0847008470	葰	葰	U+8470	U+8470
0847308473	葳	葳	U+8473	U+8473
0847608476	葶	葶	U+8476	U+8476
0848908562	蒉	蕢	U+8489	U+8562
0848B08523	蒋	蔣	U+848B	U+8523
0849408494	蒔	蒔	U+8494	U+8494
0849708497	蒗	蒗	U+8497	U+8497
0849E08385	蒞	莅	U+849E	U+8385
0849F0849F	蒟	蒟	U+849F	U+849F
084A1084A1	蒡	蒡	U+84A1	U+84A1
084A8084A8	蒨	蒨	U+84A8	U+84A8
084AF084AF	蒯	蒯	U+84AF	U+84AF
084B4084B4	蒴	蒴	U+84B4	U+84B4
084BB084BB	蒻	蒻	U+84BB	U+84BB
084C6084C6	蓆	蓆	U+84C6	U+84C6
084C7084C7	蓇	蓇	U+84C7	U+84C7
084C9084C9	蓉	蓉	U+84C9	U+84C9
084CB084CB	蓋	蓋	U+84CB	U+84CB
084CF084CF	蓏	蓏	U+84CF	U+84CF
084DD085CD	蓝	藍	U+84DD	U+85CD
084E308577	蓣	蕷	U+84E3	U+8577
084EE084EE	蓮	蓮	U+84EE	U+84EE
084FA084FA	蓺	蓺	U+84FA	U+84FA
084FD084FD	蓽	蓽	U+84FD	U+84FD
084FF084FF	蓿	蓿	U+84FF	U+84FF
0850608506	蔆	蔆	U+8506	U+8506
0851708517	蔗	蔗	U+8517	U+8517
0851A0851A	蔚	蔚	U+851A	U+851A
0852308523	蔣	蔣	U+8523	U+8523
0852D05ED5	蔭	廕	U+852D	U+5ED5
0852D0852D	蔭	蔭	U+852D	U+852D
085320853B	蔲	蔻	U+8532	U+853B
08535085CF	蔵	藏	U+8535	U+85CF
0853708594	蔷	薔	U+8537	U+8594
085390861E	蔹	蘞	U+8539	U+861E
0853A085FA	蔺	藺	U+853A	U+85FA
0853B0853B	蔻	蔻	U+853B	U+853B
0854E0834D	蕎	荍	U+854E	U+834D
0855108573	蕑	蕳	U+8551	U+8573
0855308553	蕓	蕓	U+8553	U+8553
0855508555	蕕	蕕	U+8555	U+8555
0855608556	蕖	蕖	U+8556	U+8556
0855708557	蕗	蕗	U+8557	U+8557
0856208562	蕢	蕢	U+8562	U+8562
0856308563	蕣	蕣	U+8563	U+8563
0856808568	蕨	蕨	U+8568	U+8568
08569076EA	蕩	盪	U+8569	U+76EA
0856908569	蕩	蕩	U+8569	U+8569
0857308573	蕳	蕳	U+8573	U+8573
0857708577	蕷	蕷	U+8577	U+8577
0857B0857B	蕻	蕻	U+857B	U+857B
0858408584	薄	薄	U+8584	U+8584
0858508585	薅	薅	U+8585	U+8585
